,ProjectID,Framefile,Nfish,Sex,Box,CorrectAnnotation,User,DateTime,Dataset
94,MCxCVF1_12a_1,MCxCVF1_12a_1_0001_vid_639543.jpg,1,f,"(369, 388, 75, 199)",Yes,rhiyasharma,39:07.8,Train
96,MCxCVF1_12a_1,MCxCVF1_12a_1_0001_vid_649260.jpg,1,f,"(134, 582, 208, 35)",Yes,rhiyasharma,26:50.7,Train
67,MCxCVF1_12a_1,MCxCVF1_12a_1_0001_vid_686079.jpg,1,f,"(166, 776, 96, 194)",Yes,rhiyasharma,49:38.4,Train
110,MCxCVF1_12a_1,MCxCVF1_12a_1_0001_vid_710887.jpg,0,,,Yes,rhiyasharma,51:24.7,Train
112,MCxCVF1_12a_1,MCxCVF1_12a_1_0001_vid_726641.jpg,1,f,"(440, 755, 69, 195)",Yes,rhiyasharma,40:27.7,Validate
114,MCxCVF1_12a_1,MCxCVF1_12a_1_0001_vid_72693.jpg,2,f,"(774, 418, 156, 141)",Yes,rhiyasharma,49:38.4,Train
115,MCxCVF1_12a_1,MCxCVF1_12a_1_0001_vid_72693.jpg,2,f,"(844, 162, 83, 186)",Yes,rhiyasharma,49:38.4,Train
118,MCxCVF1_12a_1,MCxCVF1_12a_1_0001_vid_762440.jpg,1,f,"(540, 763, 187, 101)",Yes,rhiyasharma,51:24.7,Train
65,MCxCVF1_12a_1,MCxCVF1_12a_1_0001_vid_858463.jpg,2,f,"(620, 524, 43, 247)",Yes,rhiyasharma,26:50.7,Train
66,MCxCVF1_12a_1,MCxCVF1_12a_1_0001_vid_858463.jpg,2,f,"(255, 507, 262, 101)",Yes,rhiyasharma,26:50.7,Train
124,MCxCVF1_12a_1,MCxCVF1_12a_1_0001_vid_869226.jpg,2,f,"(217, 713, 46, 254)",Yes,rhiyasharma,40:27.7,Train
125,MCxCVF1_12a_1,MCxCVF1_12a_1_0001_vid_869226.jpg,2,f,"(425, 793, 127, 176)",Yes,rhiyasharma,40:27.7,Train
128,MCxCVF1_12a_1,MCxCVF1_12a_1_0001_vid_879026.jpg,1,f,"(148, 539, 248, 69)",Yes,rhiyasharma,39:07.8,Validate
130,MCxCVF1_12a_1,MCxCVF1_12a_1_0001_vid_895623.jpg,3,f,"(530, 270, 182, 179)",Yes,rhiyasharma,26:50.7,Validate
131,MCxCVF1_12a_1,MCxCVF1_12a_1_0001_vid_895623.jpg,3,f,"(860, 456, 58, 228)",Yes,rhiyasharma,26:50.7,Validate
132,MCxCVF1_12a_1,MCxCVF1_12a_1_0001_vid_895623.jpg,3,f,"(681, 819, 225, 108)",Yes,rhiyasharma,26:50.7,Validate
73,MCxCVF1_12a_1,MCxCVF1_12a_1_0001_vid_93099.jpg,2,m,"(192, 0, 247, 116)",Yes,rhiyasharma,26:50.7,Validate
74,MCxCVF1_12a_1,MCxCVF1_12a_1_0001_vid_93099.jpg,2,f,"(528, 695, 206, 65)",Yes,rhiyasharma,26:50.7,Validate
69,MCxCVF1_12a_1,MCxCVF1_12a_1_0001_vid_945705.jpg,2,f,"(369, 544, 123, 164)",Yes,rhiyasharma,39:07.8,Train
70,MCxCVF1_12a_1,MCxCVF1_12a_1_0001_vid_945705.jpg,2,f,"(673, 396, 77, 195)",Yes,rhiyasharma,39:07.8,Train
73,MCxCVF1_12a_1,MCxCVF1_12a_1_0001_vid_971627.jpg,2,f,"(275, 398, 214, 124)",Yes,rhiyasharma,49:38.4,Validate
74,MCxCVF1_12a_1,MCxCVF1_12a_1_0001_vid_971627.jpg,2,f,"(219, 868, 176, 86)",Yes,rhiyasharma,49:38.4,Validate
86,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_1004897.jpg,2,f,"(666, 612, 111, 199)",Yes,rhiyasharma,49:38.4,Train
87,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_1004897.jpg,2,f,"(321, 496, 204, 75)",Yes,rhiyasharma,49:38.4,Train
90,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_1042780.jpg,4,f,"(252, 525, 69, 215)",Yes,rhiyasharma,49:38.4,Train
91,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_1042780.jpg,4,f,"(554, 21, 259, 90)",Yes,rhiyasharma,49:38.4,Train
92,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_1042780.jpg,4,m,"(880, 324, 51, 186)",Yes,rhiyasharma,49:38.4,Train
93,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_1042780.jpg,4,f,"(629, 502, 194, 89)",Yes,rhiyasharma,49:38.4,Train
98,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_106348.jpg,4,m,"(643, 189, 158, 109)",Yes,rhiyasharma,39:07.8,Train
99,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_106348.jpg,4,f,"(328, 354, 178, 114)",Yes,rhiyasharma,39:07.8,Train
100,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_106348.jpg,4,f,"(49, 41, 59, 136)",Yes,rhiyasharma,39:07.8,Train
101,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_106348.jpg,4,u,"(445, 903, 162, 57)",Yes,rhiyasharma,39:07.8,Train
184,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_152262.jpg,1,f,"(554, 15, 147, 151)",Yes,rhiyasharma,40:27.7,Train
186,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_162263.jpg,1,f,"(625, 306, 40, 184)",Yes,rhiyasharma,40:27.7,Train
188,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_200779.jpg,2,f,"(282, 586, 121, 211)",Yes,rhiyasharma,51:24.7,Validate
189,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_200779.jpg,2,m,"(171, 122, 194, 67)",Yes,rhiyasharma,51:24.7,Validate
113,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_218431.jpg,3,f,"(374, 544, 175, 84)",Yes,rhiyasharma,51:24.7,Train
114,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_218431.jpg,3,f,"(33, 826, 174, 111)",Yes,rhiyasharma,51:24.7,Train
115,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_218431.jpg,3,m,"(28, 177, 81, 173)",Yes,rhiyasharma,51:24.7,Train
127,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_273836.jpg,1,f,"(842, 617, 59, 205)",Yes,rhiyasharma,39:07.8,Train
208,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_288401.jpg,4,f,"(328, 219, 147, 150)",Yes,rhiyasharma,49:38.4,Train
209,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_288401.jpg,4,m,"(222, 620, 150, 77)",Yes,rhiyasharma,49:38.4,Train
210,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_288401.jpg,4,f,"(469, 858, 169, 48)",Yes,rhiyasharma,49:38.4,Train
211,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_288401.jpg,4,u,"(668, 872, 97, 98)",Yes,rhiyasharma,49:38.4,Train
137,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_300198.jpg,2,f,"(459, 382, 42, 212)",Yes,rhiyasharma,40:27.7,Train
138,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_300198.jpg,2,m,"(1, 275, 166, 111)",Yes,rhiyasharma,40:27.7,Train
144,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_311195.jpg,3,u,"(440, 905, 150, 63)",Yes,priya,27:51.6,Train
145,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_311195.jpg,3,f,"(301, 710, 201, 45)",Yes,priya,27:51.6,Train
146,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_311195.jpg,3,m,"(231, 417, 57, 178)",Yes,priya,27:51.6,Train
226,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_32563.jpg,1,f,"(529, 691, 243, 85)",Yes,rhiyasharma,40:27.7,Train
228,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_351678.jpg,0,,,Yes,rhiyasharma,51:24.7,Train
129,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_38396.jpg,1,f,"(610, 180, 206, 96)",Yes,rhiyasharma,51:24.7,Validate
150,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_402566.jpg,2,f,"(402, 180, 169, 66)",Yes,priya,42:17.5,Train
151,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_402566.jpg,2,u,"(0, 21, 152, 60)",Yes,priya,42:17.5,Train
235,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_434817.jpg,1,f,"(234, 182, 133, 222)",Yes,rhiyasharma,49:38.4,Validate
237,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_450052.jpg,1,u,"(2, 130, 136, 81)",Yes,rhiyasharma,51:24.7,Validate
239,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_45882.jpg,0,,,Yes,rhiyasharma,26:50.7,Train
133,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_475000.jpg,2,f,"(738, 525, 140, 120)",Yes,priya,42:17.5,Validate
134,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_475000.jpg,2,f,"(748, 455, 89, 120)",Yes,priya,42:17.5,Validate
245,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_522274.jpg,1,f,"(84, 287, 208, 60)",Yes,rhiyasharma,49:38.4,Validate
247,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_591718.jpg,0,,,Yes,rhiyasharma,26:50.7,Train
135,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_592318.jpg,2,f,"(265, 536, 52, 248)",Yes,rhiyasharma,39:07.8,Train
136,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_592318.jpg,2,u,"(570, 837, 108, 134)",Yes,rhiyasharma,39:07.8,Train
253,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_653524.jpg,0,,,Yes,rhiyasharma,51:24.7,Train
255,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_658308.jpg,0,,,Yes,rhiyasharma,39:07.8,Train
257,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_672969.jpg,1,u,"(771, 902, 71, 30)",Yes,rhiyasharma,26:50.7,Train
139,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_687190.jpg,2,m,"(355, 569, 98, 168)",Yes,rhiyasharma,51:24.7,Train
140,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_687190.jpg,2,f,"(695, 838, 114, 112)",Yes,rhiyasharma,51:24.7,Train
165,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_710018.jpg,2,f,"(547, 428, 100, 113)",Yes,priya,30:51.0,Train
166,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_710018.jpg,2,u,"(631, 922, 129, 42)",Yes,priya,30:51.0,Train
149,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_734546.jpg,3,f,"(39, 660, 105, 174)",Yes,rhiyasharma,51:24.7,Train
150,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_734546.jpg,3,m,"(185, 535, 145, 82)",Yes,rhiyasharma,51:24.7,Train
151,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_734546.jpg,3,f,"(154, 57, 106, 177)",Yes,rhiyasharma,51:24.7,Train
278,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_779285.jpg,1,f,"(649, 426, 163, 136)",Yes,rhiyasharma,51:24.7,Validate
182,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_800120.jpg,4,u,"(125, 857, 145, 100)",Yes,priya,27:51.6,Train
183,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_800120.jpg,4,f,"(46, 709, 190, 48)",Yes,priya,27:51.6,Train
184,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_800120.jpg,4,m,"(179, 386, 83, 160)",Yes,priya,27:51.6,Train
185,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_800120.jpg,4,u,"(737, 929, 69, 42)",Yes,priya,27:51.6,Train
287,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_819646.jpg,1,f,"(487, 789, 198, 91)",Yes,rhiyasharma,49:38.4,Validate
155,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_823389.jpg,4,f,"(424, 830, 159, 123)",Yes,rhiyasharma,39:07.8,Train
156,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_823389.jpg,4,m,"(553, 69, 139, 136)",Yes,rhiyasharma,39:07.8,Train
157,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_823389.jpg,4,f,"(653, 424, 154, 138)",Yes,rhiyasharma,39:07.8,Train
158,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_823389.jpg,4,f,"(40, 119, 59, 153)",Yes,rhiyasharma,39:07.8,Train
297,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_826885.jpg,2,f,"(550, 583, 101, 187)",Yes,rhiyasharma,47:13.3,Train
298,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_826885.jpg,2,f,"(836, 482, 64, 198)",Yes,rhiyasharma,47:13.3,Train
313,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_871765.jpg,3,m,"(616, 675, 57, 209)",Yes,rhiyasharma,40:27.7,Train
314,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_871765.jpg,3,f,"(569, 493, 140, 136)",Yes,rhiyasharma,40:27.7,Train
315,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_871765.jpg,3,f,"(491, 392, 187, 55)",Yes,rhiyasharma,40:27.7,Train
175,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_921336.jpg,3,m,"(334, 532, 223, 118)",Yes,rhiyasharma,39:07.8,Train
176,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_921336.jpg,3,f,"(441, 319, 38, 175)",Yes,rhiyasharma,39:07.8,Train
177,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_921336.jpg,3,f,"(369, 0, 101, 167)",Yes,rhiyasharma,39:07.8,Train
181,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_996674.jpg,2,f,"(334, 585, 70, 197)",Yes,rhiyasharma,49:38.4,Train
182,MCxCVF1_12a_1,MCxCVF1_12a_1_0002_vid_996674.jpg,2,f,"(855, 433, 44, 188)",Yes,rhiyasharma,49:38.4,Train
329,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_1044902.jpg,4,u,"(375, 5, 181, 39)",Yes,rhiyasharma,49:38.4,Validate
330,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_1044902.jpg,4,f,"(281, 210, 66, 192)",Yes,rhiyasharma,49:38.4,Validate
331,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_1044902.jpg,4,f,"(354, 424, 100, 166)",Yes,rhiyasharma,49:38.4,Validate
332,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_1044902.jpg,4,m,"(660, 828, 48, 140)",Yes,rhiyasharma,49:38.4,Validate
337,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_105948.jpg,1,f,"(623, 11, 164, 146)",Yes,rhiyasharma,39:07.8,Train
185,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_1068565.jpg,4,f,"(310, 425, 65, 206)",Yes,rhiyasharma,40:27.7,Train
186,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_1068565.jpg,4,m,"(503, 543, 105, 196)",Yes,rhiyasharma,40:27.7,Train
187,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_1068565.jpg,4,f,"(409, 303, 178, 75)",Yes,rhiyasharma,40:27.7,Train
188,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_1068565.jpg,4,f,"(758, 441, 76, 239)",Yes,rhiyasharma,40:27.7,Train
193,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_139661.jpg,2,f,"(362, 657, 179, 82)",Yes,rhiyasharma,26:50.7,Train
194,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_139661.jpg,2,f,"(59, 740, 134, 163)",Yes,rhiyasharma,26:50.7,Train
197,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_145285.jpg,2,f,"(466, 104, 228, 98)",Yes,rhiyasharma,49:38.4,Train
198,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_145285.jpg,2,f,"(455, 535, 45, 205)",Yes,rhiyasharma,49:38.4,Train
232,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_168936.jpg,3,f,"(711, 633, 38, 204)",Yes,rhiyasharma,26:50.7,Train
233,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_168936.jpg,3,f,"(39, 860, 91, 111)",Yes,rhiyasharma,26:50.7,Train
234,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_168936.jpg,3,f,"(587, 291, 208, 82)",Yes,rhiyasharma,26:50.7,Train
361,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_188309.jpg,4,m,"(572, 458, 114, 168)",Yes,rhiyasharma,40:27.7,Validate
362,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_188309.jpg,4,f,"(596, 818, 180, 60)",Yes,rhiyasharma,40:27.7,Validate
363,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_188309.jpg,4,f,"(34, 312, 173, 104)",Yes,rhiyasharma,40:27.7,Validate
364,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_188309.jpg,4,u,"(1, 2, 119, 115)",Yes,rhiyasharma,40:27.7,Validate
201,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_267559.jpg,3,m,"(516, 0, 209, 116)",Yes,rhiyasharma,26:50.7,Train
202,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_267559.jpg,3,f,"(235, 226, 250, 76)",Yes,rhiyasharma,26:50.7,Train
203,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_267559.jpg,3,f,"(257, 520, 95, 188)",Yes,rhiyasharma,26:50.7,Train
245,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_268994.jpg,2,f,"(738, 721, 35, 186)",Yes,priya,51:26.0,Train
246,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_268994.jpg,2,u,"(604, 902, 134, 22)",Yes,priya,51:26.0,Train
378,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_274499.jpg,0,,,Yes,rhiyasharma,40:27.7,Train
207,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_318723.jpg,3,f,"(326, 128, 243, 128)",Yes,rhiyasharma,39:07.8,Validate
208,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_318723.jpg,3,f,"(623, 663, 147, 108)",Yes,rhiyasharma,39:07.8,Validate
209,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_318723.jpg,3,f,"(795, 607, 124, 140)",Yes,rhiyasharma,39:07.8,Validate
213,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_352710.jpg,3,f,"(509, 306, 188, 85)",Yes,rhiyasharma,39:07.8,Train
214,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_352710.jpg,3,m,"(702, 568, 52, 173)",Yes,rhiyasharma,39:07.8,Train
215,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_352710.jpg,3,f,"(786, 723, 81, 198)",Yes,rhiyasharma,39:07.8,Train
392,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_364366.jpg,3,f,"(454, 622, 168, 116)",Yes,rhiyasharma,49:38.4,Train
393,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_364366.jpg,3,f,"(745, 641, 42, 203)",Yes,rhiyasharma,49:38.4,Train
394,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_364366.jpg,3,m,"(702, 183, 159, 73)",Yes,rhiyasharma,49:38.4,Train
259,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_379508.jpg,3,f,"(265, 540, 235, 33)",Yes,rhiyasharma,39:07.8,Validate
260,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_379508.jpg,3,f,"(387, 708, 205, 106)",Yes,rhiyasharma,39:07.8,Validate
261,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_379508.jpg,3,m,"(678, 318, 141, 96)",Yes,rhiyasharma,39:07.8,Validate
405,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_395229.jpg,2,f,"(240, 315, 137, 182)",Yes,rhiyasharma,51:24.7,Validate
406,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_395229.jpg,2,u,"(709, 842, 143, 129)",Yes,rhiyasharma,51:24.7,Validate
266,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_398058.jpg,3,m,"(415, 625, 109, 238)",Yes,rhiyasharma,51:24.7,Train
267,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_398058.jpg,3,f,"(320, 579, 272, 52)",Yes,rhiyasharma,51:24.7,Train
268,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_398058.jpg,3,f,"(637, 625, 56, 230)",Yes,rhiyasharma,51:24.7,Train
219,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_450057.jpg,2,f,"(236, 354, 227, 120)",Yes,rhiyasharma,49:38.4,Train
220,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_450057.jpg,2,f,"(370, 591, 221, 72)",Yes,rhiyasharma,49:38.4,Train
417,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_535025.jpg,3,m,"(2, 84, 165, 169)",Yes,rhiyasharma,40:27.7,Train
418,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_535025.jpg,3,f,"(383, 878, 172, 90)",Yes,rhiyasharma,40:27.7,Train
419,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_535025.jpg,3,f,"(589, 771, 171, 150)",Yes,rhiyasharma,40:27.7,Train
274,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_564491.jpg,4,m,"(238, 376, 48, 199)",Yes,rhiyasharma,49:38.4,Train
275,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_564491.jpg,4,f,"(0, 592, 131, 96)",Yes,rhiyasharma,49:38.4,Train
276,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_564491.jpg,4,u,"(317, 872, 85, 98)",Yes,rhiyasharma,49:38.4,Train
277,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_564491.jpg,4,u,"(749, 834, 42, 136)",Yes,rhiyasharma,49:38.4,Train
432,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_568121.jpg,4,f,"(545, 721, 157, 181)",Yes,rhiyasharma,49:38.4,Train
433,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_568121.jpg,4,f,"(111, 555, 48, 213)",Yes,rhiyasharma,49:38.4,Train
434,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_568121.jpg,4,m,"(196, 270, 197, 53)",Yes,rhiyasharma,49:38.4,Train
435,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_568121.jpg,4,f,"(791, 600, 85, 267)",Yes,rhiyasharma,49:38.4,Train
223,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_572583.jpg,2,f,"(276, 330, 134, 254)",Yes,rhiyasharma,47:13.3,Train
224,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_572583.jpg,2,f,"(123, 692, 56, 245)",Yes,rhiyasharma,47:13.3,Train
444,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_595262.jpg,1,f,"(265, 432, 215, 58)",Yes,rhiyasharma,49:38.4,Train
227,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_620610.jpg,3,m,"(578, 257, 49, 192)",Yes,rhiyasharma,26:50.7,Train
228,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_620610.jpg,3,f,"(722, 462, 45, 190)",Yes,rhiyasharma,26:50.7,Train
229,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_620610.jpg,3,f,"(126, 0, 212, 152)",Yes,rhiyasharma,26:50.7,Train
452,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_628835.jpg,1,f,"(426, 643, 231, 120)",Yes,rhiyasharma,39:07.8,Train
233,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_671855.jpg,4,f,"(304, 852, 207, 43)",Yes,rhiyasharma,49:38.4,Train
234,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_671855.jpg,4,f,"(480, 163, 232, 60)",Yes,rhiyasharma,49:38.4,Train
235,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_671855.jpg,4,m,"(635, 586, 51, 196)",Yes,rhiyasharma,49:38.4,Train
236,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_671855.jpg,4,u,"(115, 1, 108, 44)",Yes,rhiyasharma,49:38.4,Train
240,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_683835.jpg,2,f,"(747, 537, 113, 202)",Yes,rhiyasharma,51:24.7,Train
241,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_683835.jpg,2,f,"(520, 655, 223, 73)",Yes,rhiyasharma,51:24.7,Train
244,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_72905.jpg,1,f,"(775, 354, 63, 201)",Yes,rhiyasharma,39:07.8,Train
306,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_729877.jpg,2,u,"(589, 930, 114, 41)",Yes,priya,51:26.0,Train
307,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_729877.jpg,2,f,"(817, 476, 87, 229)",Yes,priya,51:26.0,Train
470,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_738211.jpg,2,f,"(819, 603, 42, 195)",Yes,rhiyasharma,51:24.7,Validate
471,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_738211.jpg,2,u,"(1, 232, 85, 153)",Yes,rhiyasharma,51:24.7,Validate
308,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_740115.jpg,3,m,"(213, 30, 105, 192)",Yes,rhiyasharma,39:07.8,Train
309,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_740115.jpg,3,f,"(3, 154, 43, 231)",Yes,rhiyasharma,39:07.8,Train
310,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_740115.jpg,3,f,"(454, 703, 190, 62)",Yes,rhiyasharma,39:07.8,Train
485,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_77634.jpg,0,,,Yes,rhiyasharma,40:27.7,Train
251,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_785427.jpg,1,f,"(401, 727, 223, 96)",Yes,rhiyasharma,39:07.8,Train
257,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_800438.jpg,2,f,"(690, 606, 97, 244)",Yes,rhiyasharma,39:07.8,Validate
258,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_800438.jpg,2,f,"(355, 421, 160, 102)",Yes,rhiyasharma,39:07.8,Validate
497,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_822787.jpg,0,,,Yes,rhiyasharma,49:38.4,Train
261,MCxCVF1_12a_1,MCxCVF1_12a_1_0003_vid_834948.jpg,3,f,"(321, 530, 262, 65)",Yes,rhiyasharma,51:24.7,Train
